id,title,category,original_length,reference_summary,reference_length,latency,success,error
doc_09_01_syn_extract_first_6169,Ano de 2025 encerra com número recorde de regulados pela CVM,Economia e Finanças,152,"O número de participantes no mercado financeiro brasileiro aumentou 3,4% no final de 2025 em comparação ao final de 2024, totalizando 92.818 pessoas. O destaque ficou por conta do crescimento no número de consultores de valores mobiliários, que compõem uma parcela significativa desse conjunto de participantes.",311,1.444366693496704,True,
doc_01_22_syn_extract_middle_4995,Acelera Amapá leva ajuda humanitária e crédito produtivo ao interior do Amapá,Desenvolvimento Social,889,"O Governo Federal do Brasil está fornecendo kits de segurança alimentar aos produtores locais do município de Serra do Navio, no Amapá, para ajudá-los a enfrentar as dificuldades impostas pelo período de estiagem. Leonardo Miranda, um pescador da região, agradeceu o apoio, afirmando que os kits serão muito bem-vindos para a sua família, uma vez que o pescado está escasso no momento. Essa iniciativa faz parte do programa ""Acelera Amapá"", que visa levar ajuda humanitária e crédito produtivo ao interior do estado.",516,2.0320231914520264,True,
doc_09_40_syn_short_2684,EEN Brasil inaugura polo em Recife para impulsionar o crescimento de empresas exportadoras,Economia e Finanças,1430,"O consórcio Enterprise Europe Network (EEN Brasil) inaugurou um novo polo em Recife, Pernambuco, em parceria com a UNINASSAU - Centro Universitário Maurício de Nassau. O objetivo é fortalecer a internacionalização de empresas pernambucanas e ampliar o acesso a mercados globais, especialmente na União Europeia. O polo atuará como um hub de atração de negócios, promoção da inovação e transferência de tecnologias para a indústria brasileira.",442,1.8809630870819092,True,
doc_01_12_syn_extract_first_6718,Dias destaca papel da agricultura familiar e avanços na luta contra a fome em seminário internacional,"Agricultura, Pecuária e Abastecimento",439,"O Ministério do Desenvolvimento Social (MDS) participou de um seminário internacional sobre a luta contra a fome e a pobreza. A expectativa é que o encontro subsidie a inserção de programas brasileiros na Cesta de Políticas da Aliança Global contra a Fome e a Pobreza. Durante o evento, o ministro do MDS destacou o papel da agricultura familiar e os avanços do Brasil na redução da fome. O objetivo é compartilhar as experiências bem-sucedidas do país e contribuir para a construção de soluções globais para erradicar a pobreza e a insegurança alimentar.",555,3.287346601486206,True,
doc_19_06_syn_extract_first_7570,Operação da Anac no Rio de Janeiro fiscaliza voos privados e serviços aéreos especializados,Economia e Finanças,393,"A Agência Nacional de Aviação Civil (ANAC) lançou a campanha ""Voe Seguro"" com o objetivo de combater o transporte aéreo clandestino e sensibilizar operadores aéreos e passageiros sobre a importância da segurança no setor. A operação realizada no Rio de Janeiro fiscalizou voos privados e serviços aéreos especializados, reforçando a necessidade de cumprir as normas de segurança e regulamentação do transporte aéreo no país.",424,1.8537638187408447,True,
doc_17_17_syn_extract_middle_6576,Oficina formativa entre SEIDIGI e CNS fortalece saúde digital como eixo estratégico,Saúde,511,"O resumo da notícia é o seguinte:

A ministra da Saúde, Nísia Trindade, destacou a importância da transformação digital no Sistema Único de Saúde (SUS) dialogar diretamente com a experiência concreta da população usuária. Ela afirmou que os usuários do SUS apenas querem saber em que lugar estão na fila, para poder organizar suas vidas, seja para uma cirurgia, consulta ou exame. A ministra enfatizou que a interoperabilidade dos dados e as novas ferramentas digitais trazem esperança de mais transparência, organização e acesso real aos direitos em saúde.",557,2.1033806800842285,True,
doc_07_30_syn_extract_middle_2512,"Iphan aprova tombamento do Solar Artur Sampaio, no município de Nazaré (Bahia)","Cultura, Artes e Patrimônio",717,"O parecer técnico sobre o Solar Artur Sampaio, relatado pela advogada Natalete Oliveira da Silva, destaca a importância histórica e cultural da edificação para a comunidade local e para o Brasil. O documento reconhece o vínculo significativo do solar com a história da Bahia e do país, sua relação com a identidade e a interação com os grupos sociais e culturais da cidade, bem como sua ligação com a atividade produtiva local que persiste até os dias atuais.",459,2.1176249980926514,True,
doc_01_10,Microcrédito movimenta R$ 69 milhões em mais de 5 mil novos contratos em janeiro,Economia e Finanças,3572,"O Ministério da Integração e do Desenvolvimento Regional (MIDR) registrou o maior número de contratações do programa de Microcrédito Produtivo Orientado (MPO) desde seu lançamento em 2024, com 5.259 novas famílias de agricultores e pecuaristas das regiões Centro-Oeste e Norte recebendo R$ 69,7 milhões em crédito apenas no primeiro mês de 2026. O programa, em parceria com a Caixa Econômica Federal, já movimentou R$ 397,37 milhões desde 2024, com destaque para os estados do Pará, Acre e Amazonas. O MIDR disponibilizou R$ 1 bilhão por meio dos Fundos Constitucionais de Financiamento do Norte (FNO) e Centro-Oeste (FCO) para alavancar essa política de crédito voltada para pequenos agricultores familiares.",709,2.8775205612182617,True,
doc_11_28,Pronasci Juventude inicia etapa de qualificação profissional em Salvador com cursos do Pronatec,Educação,5444,"O Pronasci Juventude, em parceria com o Pronatec, oferece formação profissional com custeio integral para jovens em situação de vulnerabilidade em Salvador, Bahia. A iniciativa visa promover a inclusão produtiva e a prevenção à violência, atendendo mil jovens no estado. Nesta primeira etapa, 250 jovens iniciaram os cursos de qualificação profissional, enquanto outros 750 continuam na fase formativa do projeto. A formação técnica inclui áreas como assistente administrativo, barbeiro, instalador de redes de computadores, microempreendedor individual, entre outras, escolhidas pelos próprios participantes. O evento de lançamento contou com a presença de autoridades federais e estaduais, reforçando o compromisso do governo em ampliar as oportunidades para a juventude.",773,2.98215389251709,True,
doc_07_10_syn_extract_first_9375,Cerimônia do Chá e “Harmonias brasileiras” na programação da Casa Pacheco Leão,"Cultura, Artes e Patrimônio",247,"O Jardim Botânico do Rio de Janeiro (JBRJ) anunciou a realização da cerimônia do chá ""Harmonias Brasileiras"" na Casa Pacheco Leão, em fevereiro de 2026. O evento faz parte da programação da Casa Pacheco Leão, que visa promover a cultura e a biodiversidade brasileira. A cerimônia do chá contará com apresentações musicais e gastronômicas, destacando a riqueza e a diversidade da flora e da culinária nacionais. O JBRJ busca, por meio dessa iniciativa, valorizar o patrimônio cultural e natural do Brasil e fortalecer a conexão entre as pessoas e o meio ambiente.",562,2.659141778945923,True,
doc_09_30_syn_extract_middle_1053,Secretaria de Prêmios e Apostas apresenta diretrizes de jogo responsável em palestra para setor de atendimento ao consumidor,Economia e Finanças,213,"O Governo Federal autorizou a exploração de serviços públicos por agentes privados, desde que respeitados os impactos sociais e a proteção da economia popular. Segundo Daniele Correa Cardoso, essa medida visa garantir a prestação eficiente desses serviços, mantendo o controle e a supervisão do Estado. A autorização para a participação da iniciativa privada nessas atividades deve ocorrer mediante análise cuidadosa dos possíveis efeitos sobre a sociedade e a economia.",470,2.072018623352051,True,
doc_07_24_syn_short_5741,Mulheres que transformam,Desenvolvimento Social,3665,"O texto apresenta um relato da coordenadora-geral de Justiça Racial e Combate ao Racismo, Kátia Regis, sobre o Programa Caminhos Amefricanos, que promove intercâmbios internacionais para a população negra, com foco na paridade de gênero. O programa visa contribuir para a igualdade racial e a implementação da Lei nº 10.639/2003, que tornou obrigatório o ensino da História e Cultura Afro-brasileira e Africana. O texto destaca os impactos transformadores do programa na vida dos participantes, especialmente das mulheres negras, que têm a oportunidade de vivenciar experiências formativas no exterior e ampliar seus horizontes. A autora ressalta a importância desses intercâmbios para questionar visões preconceituosas e eurocentradas, e construir sociedades mais justas e igualitárias.",787,3.3901138305664062,True,
doc_05_08_syn_extract_middle_9977,Gestão lança publicação sobre segurança da informação para computação em nuvem para órgãos do SISP,"Ciência, Tecnologia e Inovação",419,"Em 2023, a Secretaria de Governo Digital (SGD) lançou a primeira versão do Programa de Privacidade e Segurança da Informação (PPSI) para os órgãos federais. Após dois anos de trabalho e cinco ciclos de avaliação, a maturidade em privacidade e segurança da informação desses órgãos cresceu, em média, 28%. Esse resultado foi alcançado por meio de uma autoavaliação realizada pela SGD, que permitiu entender o nível de maturidade de cada órgão do Sistema de Administração dos Recursos de Tecnologia da Informação (SISP).",518,2.1619997024536133,True,
doc_01_44,Agricultores com perda de produção começam a receber o Garantia-Safra,"Agricultura, Pecuária e Abastecimento",1588,"O governo federal autorizou o pagamento do benefício do programa Garantia-Safra, referente ao ano 2024-2025, para mais de 685 mil agricultores familiares em 934 municípios de 11 estados do Amazonas, Nordeste e Norte de Minas Gerais. O benefício de R$ 1,2 mil será pago em parcela única a partir de março, na mesma data do calendário do Bolsa Família. O programa visa assegurar condições mínimas de sobrevivência aos agricultores familiares com perdas de pelo menos 40% a 50% da produção devido à estiagem ou excesso hídrico, e que possuem o Cadastro da Agricultura Familiar (CAF) ativo e atualizado.",599,2.349658727645874,True,
doc_17_06,"Projeto promove testagem para ISTs, cuidados com a tuberculose e educação em saúde para comunidade ribeirinha de Rondônia",Saúde,3465,"O Ministério da Saúde, em parceria com a Organização Pan-Americana da Saúde (Opas/OMS), realizou a primeira visita de monitoramento de projetos apoiados pelo Edital n.º 01/2024, que financia iniciativas da sociedade civil voltadas para a eliminação da tuberculose e o combate a infecções sexualmente transmissíveis. A visita acompanhou o projeto ""Mobiliza TB"", desenvolvido pela Associação Beradeiro, uma organização da sociedade civil que atua em comunidades ribeirinhas da Amazônia brasileira. A ação reforçou a importância das estratégias de base comunitária para alcançar populações vulneráveis e garantir a efetividade das políticas de saúde pública.",655,2.5865373611450195,True,
doc_03_07_syn_short_3267,Tesouro Nacional recebe certificado do Pnud e lança estratégia de igualdade de gênero,Economia e Finanças,1476,"O Tesouro Nacional se tornou a primeira instituição do Governo Federal a aderir ao Selo de Igualdade de Gênero para Instituições Públicas, uma metodologia internacional que reconhece os esforços de organizações públicas na promoção da igualdade entre homens e mulheres. Durante a cerimônia de recebimento do certificado, o Tesouro Nacional também lançou oficialmente seu plano de ação estratégico para a obtenção do Selo, destacando seu papel de liderança na integração da perspectiva de gênero em suas estruturas, políticas e processos institucionais. O secretário do Tesouro Nacional, Rogério Ceron, ressaltou que a iniciativa representa um marco de modernização para a instituição, que se aproxima de quatro décadas de existência, e sinaliza um processo de transformação cultural.",783,2.332400321960449,True,
doc_09_22,Condel da Sudeco aprova novas linhas de financiamento para jovens empreendedores e turismo rural no Centro-Oeste,Economia e Finanças,4502,"A reunião do Conselho Deliberativo do Desenvolvimento do Centro-Oeste (Condel/Sudeco), presidida pelo secretário-executivo do Ministério da Integração e do Desenvolvimento Regional (MIDR), aprovou novas linhas de financiamento para jovens empreendedores e incentivo ao turismo rural e agroecológico na região. As medidas visam ampliar o acesso a recursos para investimentos, empreendedorismo e geração de renda, fortalecendo o desenvolvimento regional. O secretário-executivo destacou a capacidade de inovação da Sudeco e a importância da atuação integrada das superintendências vinculadas ao MIDR para o avanço das políticas de desenvolvimento regional.",654,2.913174867630005,True,
doc_19_27_syn_extract_first_7912,Estupro coletivo no Rio de Janeiro reforça urgência do debate sobre consentimento e educação para prevenção da violência,Segurança Pública,283,"O Governo Federal emitiu uma nota oficial condenando o recente caso de estupro coletivo ocorrido no Rio de Janeiro. A nota destaca a urgência de se debater o tema do consentimento e da educação para a prevenção da violência contra a mulher. Além disso, o texto reafirma o compromisso do governo em adotar medidas para coibir esse tipo de crime e garantir a proteção das vítimas, reforçando a importância de uma atuação integrada entre os diferentes órgãos e instituições envolvidos no combate à violência de gênero.",515,1.9267776012420654,True,
doc_03_07_syn_extract_middle_2320,Tesouro Nacional recebe certificado do Pnud e lança estratégia de igualdade de gênero,Economia e Finanças,429,"O Programa das Nações Unidas para o Desenvolvimento (PNUD) no Brasil reconheceu os avanços do Tesouro Nacional em relação à igualdade de gênero. A representante residente adjunta do PNUD, Elisa Calcaterra, entregou um certificado preliminar ao Tesouro, após a apresentação de um plano de ação alinhado aos padrões do Selo de Igualdade de Gênero. Esse certificado representa uma etapa inicial do processo de certificação, que visa reconhecer as boas práticas adotadas pelo Tesouro Nacional em prol da equidade de gênero.",519,2.4782323837280273,True,
doc_19_41_syn_extract_middle_7882,Novidade: envio de notificações em lote agora está disponível no Portal Único da Anac,Economia e Finanças,283,"O governo brasileiro estabeleceu um programa de reportes mandatórios que utiliza um recurso de notificações. Esse recurso permite que as empresas enviem notificações, tanto de forma obrigatória quanto voluntária. Após o envio das notificações, é essencial verificar o status do processo para garantir que não houve erros no processamento das informações.",354,1.6683094501495361,True,
doc_01_18,Pesquisa mergulha em agricultura sustentável e bioformulações,"Agricultura, Pecuária e Abastecimento",5019,"Alessandra Russi, ganhadora do Prêmio CAPES de Tese em Biotecnologia, desenvolveu durante o doutorado na Universidade de Caxias do Sul (UCS) bioformulações contendo a bactéria Bacillus velezensis S26 para o controle biológico de doenças fúngicas e a promoção do crescimento de videiras e morangueiros. Sua pesquisa integrou inovação tecnológica e sustentabilidade, utilizando resíduos agroindustriais como soro de leite e bagaço de uva nas formulações. Os resultados demonstraram o eficaz controle de doenças como antracnose, podridão cinzenta e pé-preto, além de estímulo ao crescimento vegetal, contribuindo para uma agricultura mais resiliente e ambientalmente correta, com redução do uso de agroquímicos e agregação de valor a subprodutos.",743,2.776740789413452,True,
doc_13_16_syn_short_6733,Justiça assegura leilão de terminal portuário no Amapá,Infraestrutura e Transportes,974,"O Tribunal Regional Federal da 1ª Região (TRF1) atendeu ao pedido da Advocacia-Geral da União (AGU) e derrubou a liminar que suspendia o leilão do terminal MCP01 do Porto de Santana, no Amapá. O leilão de arrendamento, conduzido pela Agência Nacional de Transportes Aquaviários (Antaq) e pelo Ministério de Portos e Aeroportos (MPor), foi realizado em São Paulo na tarde de 26 de fevereiro. A liminar havia sido solicitada pela companhia Rocha, que é arrendatária do terminal MCP03 do mesmo porto desde o fim de 2024.",517,2.160022497177124,True,
doc_19_28_syn_extract_middle_7548,Brasil sem Feminicídio: Governo Federal apresenta resultados de operações de enfrentamento à violência contra mulheres,Segurança Pública,1566,"O Ministério da Justiça e Segurança Pública (MJSP) realizou duas operações importantes para prevenir e combater a violência contra as mulheres no Brasil: a Operação Mulher Segura e a Operação Alerta Lilás. A Operação Mulher Segura cumpriu 20% dos cerca de 8 mil mandados de prisão em aberto, garantindo proteção às mulheres em situação de risco. Já a Operação Alerta Lilás, conduzida pela Polícia Rodoviária Federal, cumpriu mais de 300 mandados. Os resultados dessas iniciativas serão apresentados em um evento no próximo dia 6 de março, em Brasília, com a participação de autoridades do governo federal.",605,2.9822568893432617,True,
doc_07_19_syn_extract_first_4946,Cristo Redentor é iluminado com mensagens de campanha contra violência,"Cultura, Artes e Patrimônio",333,"O Cristo Redentor foi iluminado com projeções de frases de combate à violência contra as mulheres durante o lançamento da campanha ""Feminicídio Nunca Mais"". A iniciativa utiliza o futebol como plataforma de mobilização social rumo à Copa do Mundo Feminina da Fifa de 2027, que será realizada no Brasil. A campanha visa promover a conscientização e o enfrentamento da violência de gênero no país.",395,1.6484301090240479,True,
doc_11_47_syn_extract_first_6514,Governo do Brasil anuncia entrega de 324 ônibus escolares do Programa Caminho da Escola,Educação,231,"Infelizmente não posso criar um resumo da notícia, pois não tenho acesso ao seu conteúdo. A mensagem indica que é necessária autenticação para visualizar a página. Sem ter acesso ao texto original, não posso extrair os fatos mais relevantes e produzir um resumo conciso e informativo, conforme as diretrizes solicitadas. Peço desculpas, mas preciso que você compartilhe o texto completo da notícia para que eu possa realizar essa tarefa de sumarização.",452,1.9558756351470947,True,
doc_11_04,Anvisa conclui curso de formação para novos especialistas em regulação,Economia e Finanças,1470,"A Anvisa concluiu nesta sexta-feira (19/12) o curso de formação para os aprovados em concurso público para o cargo de especialista em regulação e vigilância sanitária. O curso, realizado em Brasília, contou com 101 participantes e 160 horas de atividades sobre temas estratégicos. A prova final está prevista para 21 de dezembro. O diretor-presidente da Anvisa destacou a importância da chegada dos novos servidores para fortalecer a capacidade regulatória do país e garantir respostas mais ágeis às demandas sanitárias. A formação representa um passo essencial para reforçar a força de trabalho da Anvisa, contribuindo para acelerar análises e modernizar processos.",666,2.4588046073913574,True,
doc_11_20,Olimpíadas científicas mobilizam escolas e revelam jovens talentos,Educação,3956,"Pedro Vitor Soares, um aluno de 14 anos do 9º ano do Ensino Fundamental no Centro de Ensino Fundamental (CEF) 201 de Santa Maria (DF), é um jovem talento que acumula quase 10 medalhas em diferentes competições científicas, incluindo a medalha de ouro na Olimpíada Brasileira de Matemática das Escolas Públicas (Obmep) em 2024. Ele planeja cursar medicina no futuro, utilizando os resultados dessas olimpíadas para obter uma boa nota no Exame Nacional do Ensino Médio (Enem). A Lei nº 15.331/2026 oficializou julho como o Mês Nacional das Olimpíadas Científicas e do Conhecimento, que mobilizam milhões de crianças e adolescentes em todo o país.",644,2.8905584812164307,True,
doc_17_00_syn_extract_first_7267,"Conselho Nacional de Previdência Social: em última reunião do ano, ministro Wolney Queiroz destaca ressarcimento a 4 milhões de aposentados",Previdência Social,449,"O Ministério da Previdência Social destacou a contratação de 500 novos peritos médicos federais como uma grande entrega em 2025. Essa medida visa aprimorar a análise de pedidos de benefícios previdenciários, garantindo maior agilidade e eficiência no atendimento aos segurados. Além disso, o ministro Wolney Queiroz ressaltou o ressarcimento a 4 milhões de aposentados, uma importante ação para assegurar os direitos e o bem-estar da população.",444,2.6704578399658203,True,
doc_13_14_syn_short_6688,Jader Filho: governo estuda novo modelo para reduzir tarifas e ampliar acesso ao transporte público,Infraestrutura e Transportes,1291,"O Ministro das Cidades, Jader Filho, afirmou em entrevista que o modelo atual de cobrança de tarifas no transporte público urbano está ""falido"" e que o governo está estudando alternativas para reduzir ou isentar as passagens, com o objetivo de ampliar o acesso da população ao transporte coletivo e melhorar a qualidade do serviço nas cidades brasileiras. Ele destacou que o Novo PAC já destinou mais de R$ 50 bilhões à mobilidade urbana e que a responsabilidade de cada ente federativo será discutida para viabilizar um transporte público de qualidade em todo o país.",568,1.9568328857421875,True,
doc_01_28_syn_extract_middle_8657,Brasília recebe a 39ª Conferência Regional da ONU para a Alimentação e a Agricultura,"Agricultura, Pecuária e Abastecimento",466,"A 39ª Conferência Regional da FAO será sediada no Brasil, demonstrando o compromisso do país em promover os esforços regionais de combate à fome e à desnutrição na América Latina e no Caribe. A conferência é um espaço de diálogo e discussão técnica e política de alto nível sobre os progressos e desafios enfrentados pela região nessa luta. A realização do evento no Brasil foi uma decisão adotada pelos países-membros da região na 38ª sessão da conferência.",458,1.8601481914520264,True,
doc_13_48_syn_short_7971,Governo do Brasil entrega 324 ônibus escolares do Caminho da Escola,Educação,2301,"O governo federal iniciou a distribuição da segunda etapa do Novo Programa de Aceleração do Crescimento (Novo PAC), com a entrega simbólica de 324 novos ônibus escolares do programa Caminho da Escola em Sete Lagoas, Minas Gerais. Esses ônibus beneficiarão até 120 mil estudantes de áreas rurais e de difícil acesso em todo o país, com investimentos de R$ 500 milhões. O presidente Lula destacou a importância social da iniciativa, que permitirá que crianças de todo o país tenham acesso à educação.",498,1.8506529331207275,True,
doc_03_04_syn_extract_middle_5658,Sudene e MDS vão lançar projetos de proteção social nos estados do Nordeste,Desenvolvimento Social,597,"O Aprimora Rede+ é uma iniciativa resultante de um Acordo de Cooperação Técnica entre a Sudene e o Ministério do Desenvolvimento Social (MDS). O programa tem como objetivos o reordenamento das provisões socioassistenciais, a articulação da rede, o fortalecimento de parcerias, a educação permanente e a gestão da informação e acompanhamento da rede socioassistencial. A estratégia visa promover uma formação continuada, aprimorando os serviços, programas e projetos executados pelas entidades e Organizações da Sociedade Civil (OSCs) no âmbito do Sistema Único de Assistência Social (SUAS).",590,2.1593122482299805,True,
doc_05_02_syn_extract_first_2312,Deputado Júlio Lopes propõe transformação da ANSN em Agência Reguladora Nuclear,Economia e Finanças,231,"O deputado federal Júlio Lopes propôs a transformação da Autoridade Nacional de Segurança Nuclear (ANSN) em uma agência reguladora nuclear. A proposta visa fortalecer a fiscalização e o controle das atividades nucleares no Brasil, garantindo maior segurança e transparência. A medida também busca alinhar a estrutura regulatória brasileira às melhores práticas internacionais nessa área. A transformação da ANSN em uma agência reguladora autônoma e independente é vista como um passo importante para aprimorar a governança do setor nuclear no país.",548,2.2640233039855957,True,
doc_03_08,Programa Computadores para Inclusão beneficia organizações sociais na Paraíba,Comunicações e Mídia,3945,"O Programa Computadores para Inclusão, uma parceria entre os Ministérios das Comunicações e dos Direitos Humanos e da Cidadania, ampliou suas ações sociais na Paraíba. Em 2026, o programa formou 100 alunos no curso ""Catador Digital"" e entregou computadores para 19 cooperativas de reciclagem em João Pessoa. Além disso, 81 pessoas idosas receberam certificado de formação no curso ""Uso de Smartphone para a Terceira Idade"". A parceria, firmada em 2025, visa levar inclusão digital a comunidades vulneráveis, com o MDHC indicando as instituições aptas a receber os equipamentos recondicionados e acompanhando os resultados da iniciativa.",636,2.5718514919281006,True,
doc_01_06,Acordo põe fim a conflito agrário histórico no oeste do Paraná,"Agricultura, Pecuária e Abastecimento",4679,"O acordo celebrado entre a Advocacia-Geral da União (AGU) e as empresas Rio das Cobras Ltda e Araupel S.A. irá beneficiar mais de 3 mil famílias de agricultores nos municípios de Quedas do Iguaçu e Rio Bonito do Iguaçu, no Paraná. Após duas décadas, o maior e mais antigo conflito fundiário coletivo da Região Sul do país será encerrado, com a destinação de 58 mil hectares de terra para o programa de reforma agrária. O acordo prevê a regularização de assentamentos existentes e a incorporação de novas áreas para o assentamento de novos grupos. Em contrapartida, o grupo empresarial receberá indenização de R$ 584 milhões e manterá a propriedade de 680 hectares destinados a atividades industriais.",700,2.87736439704895,True,
doc_15_09,Parque Nacional do Superagui (PR) inaugura primeira trilha para ciclistas e caminhantes,Meio Ambiente e Sustentabilidade,7525,"O Parque Nacional do Superagui, no litoral norte do Paraná, inaugurou sua primeira trilha bimodal estruturada e aberta à visitação pública. A Trilha do Ararapira, com 15 km de extensão, possui sete pontes suspensas, uma passarela elevada e sinalização completa, conectando três comunidades caiçaras. Financiada pelo Programa Biodiversidade Litoral do Paraná, a trilha permite que visitantes conheçam a beleza cênica e a biodiversidade do parque, fortalecendo o turismo de base comunitária como estratégia de desenvolvimento sustentável na região.",546,2.6733617782592773,True,
doc_07_12,MinC convoca candidaturas suplentes do Edital Sérgio Mamberti para assumir vagas remanescentes,"Cultura, Artes e Patrimônio",4911,"O Ministério da Cultura (MinC) convocou 134 candidaturas suplentes do Edital de Premiação Cultura Viva - Sérgio Mamberti para preencher vagas deixadas por selecionados que não puderam receber o prêmio. O edital, lançado em 2023, destina R$ 33 milhões a 1.117 iniciativas culturais de todo o país, com cada iniciativa recebendo R$ 30 mil. Os convocados têm 15 dias corridos para enviar a documentação exigida, incluindo cópias de documentos de identificação, declaração conjunta e dados bancários. O MinC reforça a importância de os candidatos verificarem sua regularidade jurídica, fiscal e tributária antes do envio da documentação.",633,2.7751986980438232,True,
doc_15_04_syn_extract_first_5012,"Em Rondônia, povo Paiter Suruí debate projeto de carbono como instrumento de PGTA e autonomia indígena",Meio Ambiente e Sustentabilidade,292,"O povo Paiter Surui, em Rondônia, está debatendo um projeto de carbono como instrumento de Plano de Gestão Territorial e Ambiental (PGTA) e autonomia indígena. O projeto visa gerar renda por meio da venda de créditos de carbono, fortalecendo a governança territorial e a proteção ambiental da Terra Indígena Sete de Setembro. O debate envolve lideranças indígenas, a Fundação Nacional do Índio (Funai) e parceiros, buscando alinhá-lo com os interesses e necessidades da comunidade Paiter Surui.",494,2.264080286026001,True,
doc_03_27_syn_extract_first_2489,Lula edita MP que garante apoio de R$ 7.300 a famílias atingidas por chuvas na Zona da Mata e outra que cria linha de crédito para reconstrução,Desenvolvimento Social,528,O governo federal editou duas medidas provisórias para apoiar as famílias e atividades econômicas afetadas pelas chuvas na Zona da Mata de Minas Gerais. A primeira MP prevê uma parcela única de R$ 7.300 para moradores que tiveram perdas materiais. A segunda MP cria uma linha de crédito para financiar a retomada das atividades econômicas nos municípios atingidos. Ambos os textos serão publicados em edição extra do Diário Oficial da União.,441,1.875704050064087,True,
doc_05_03,Inovação normativa da Conitec: entenda o que mudou,Saúde,1255,"A Secretaria-Executiva da Conitec publicou uma Cartilha sobre as recentes mudanças trazidas pelo novo Decreto (Decreto nº 12.716, de 12 de novembro de 2025) e pela nova portaria (Portaria GM/MS nº 8.817, de 21/11/2025) nos processos de avaliação da Conitec. O material visa apresentar e explicar, de forma clara e acessível, as inovações e sua importância, destinando-se a gestores, profissionais de saúde, representantes da sociedade civil, pesquisadores, Núcleos de Avaliação de Tecnologias em Saúde (NATS) parceiros da Conitec, fabricantes, demandantes e demais interessados, com o objetivo de contribuir para a compreensão do processo decisório da Conitec e incentivar uma participação qualificada, informada e transparente.",728,2.343987464904785,True,
doc_19_45_syn_short_5569,Receita participa de conferência sobre lavagem de dinheiro e criptoativos na Cidade do México,Economia e Finanças,3292,"A Receita Federal do Brasil foi a única administração tributária presente na Conferência Regional da Grupo de Ação Financeira da América Latina (Gafilat) sobre Ativos Virtuais e Combate à Lavagem de Dinheiro, realizada na Cidade do México. O auditor-fiscal Pedro Augusto Frantz, chefe do Centro de Excelência em Inteligência Artificial (Ceia), apresentou casos reais de identificação de beneficiários finais em criptoativos, incluindo o rastreamento de esquemas Ponzi, exchanges não registradas e redes societárias ocultas. A participação da Receita Federal reforça seu posicionamento como referência global em inteligência artificial aplicada à administração tributária e destaca seu papel central no combate à lavagem de dinheiro via criptoativos.",749,2.673025131225586,True,
doc_01_15_syn_short_2988,Microcrédito e equipamentos chegam a pescadores de Calçoene (AP),Economia e Finanças,1214,"O Ministério da Integração e do Desenvolvimento Regional (MIDR) realizará, neste sábado (7), uma ação em Calçoene, Amapá, com a presença de autoridades federais, estaduais e municipais. Durante o evento, serão entregues kits de segurança alimentar e equipamentos do MIDR aos pescadores locais, além de ser realizado o Mutirão do Microcrédito Pertinho da Gente, em parceria com a Caixa Econômica Federal e o Banco da Amazônia. A iniciativa visa fortalecer a atividade pesqueira, ampliar o acesso ao crédito e melhorar as condições de trabalho e renda das famílias do município.",576,2.265286684036255,True,
doc_07_10,Cerimônia do Chá e “Harmonias brasileiras” na programação da Casa Pacheco Leão,"Cultura, Artes e Patrimônio",2512,"No mês de fevereiro, a Casa Pacheco Leão, no Jardim Botânico do Rio de Janeiro, sediará duas atividades culturais gratuitas: uma Cerimônia do Chá, nos dias 27 e 28, e um concerto musical ""Harmonias brasileiras"" pela Orquestra Carioca de Flautas, no dia 28. A Cerimônia do Chá será conduzida pela professora Li Lu, com acompanhamento musical da professora Jing Tingting, que toca o instrumento chinês zhongruan. O concerto ""Harmonias brasileiras"" apresentará arranjos e adaptações de obras de compositores brasileiros, como Heitor Villa-Lobos, Dorival Caymmi, Paulinho da Viola e Chiquinha Gonzaga, sob a regência de Eduardo Lagreca Fan e direção artística de Sérgio Barrenechea.",678,2.5697383880615234,True,
doc_11_47_syn_extract_middle_2674,Governo do Brasil anuncia entrega de 324 ônibus escolares do Programa Caminho da Escola,Educação,288,"Infelizmente não posso criar um resumo da notícia, pois o texto fornecido não contém informações suficientes. A notícia apenas indica que é necessário autenticar para visualizar a página e fornece um link para entrar em contato com a administração do site. Sem acesso ao conteúdo original, não é possível extrair os fatos mais importantes e relevantes para um resumo conciso e informativo. Peço desculpas por não poder atender a sua solicitação neste momento.",459,1.8541390895843506,True,
doc_19_15_syn_extract_first_2343,MDHC celebra publicação de decreto que reforça combate global ao trabalho escravo,Trabalho e Emprego,515,"O Governo Federal publicou um decreto no Diário Oficial da União que reforça o combate ao trabalho escravo no Brasil. O decreto criminaliza essa prática e estabelece medidas efetivas de prevenção, como a educação de grupos vulneráveis e de empregadores. Essa ação faz parte dos esforços do Ministério dos Direitos Humanos e da Cidadania (MDHC) para erradicar o trabalho escravo no país.",386,1.7504632472991943,True,
doc_11_27_syn_extract_middle_7906,"Olimpíada de Educação Financeira destina R$5,4 milhões em premiações para 54 escolas públicas de todo o Brasil",Educação,446,"O vice-presidente de produtos e clientes da B3, Luiz Masagão, destacou a importância da educação financeira para a vida prática e o desenvolvimento do país. Ele afirmou que a educação financeira é essencial para qualquer carreira e vida cotidiana, pois transforma conceitos em algo aplicável, auxiliando as pessoas a tomarem melhores decisões. Masagão também ressaltou que a Olitef desempenha um papel fundamental ao levar esse conhecimento de forma acessível aos jovens.",471,1.8545708656311035,True,
